q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,11,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,"otros: Tenía un horario muy bueno y trabajaba desde casa, no le hacía falta",Jornada intensiva sin reducción de sueldo (7 horas seguidas en vez de 8 con 1h de pausa). Actualmente no lo hace.,NA,NA,"otros: Bien. Aunque.al volver me ""ofrecieron"" irme",Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Salí del mercado laboral,"otros: Estuve mucho tiempo parada, tuve otro hijo y actualmente he cambiado de profesión",otros: Trabajo diferente y sueldo un poco menor ,5,"Sí, creo que necesita alguna mejora.",Vigilar más cómo trata la.empresa al trabajador al volver. ,1,"Sí, creo que necesita alguna mejora.","Muchas. En este país no se puede conciliar. Más permiso maternal, mucho más, al menos 1 año. Horarios compatibles con la.vida en general, con hijos y si hijos. No bordadas partidas eternas.","Maravillosa, algo que jamás olvidaré, un lujo. ","Me despidieron al volver, me.ofrecieron el paro claro, y una pequeña.indemnzacion. Me castigaron por.no priorizar el trabajo.  ",Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,2,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,4 meses,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No nos planteamos esa opción,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,3,"Sí, creo que necesita alguna mejora.","Un porcentaje de paga aportado por el gobierno. Que además de perder el salario, no sé pierdan los 100 euros mensuales de ayuda por madre trabajadora",3,"Sí, creo que necesita alguna mejora.",Trabajo desde casa. Mayor reparto de tareas entre generos,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,4 meses de excedencia para mis hijos que son gemelos,fue la misma por ser gemelos,No procede,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,No procede,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,7,"No, considero que funciona bien.",En mi caso estoy satisfecha,6,"Sí, creo que necesita alguna mejora.","Conciliación real:trabajo en casa,horas de entradas y salidas acorde a las de los hijos,incorporación progresiva tras la excedencia",Feliz por haber podido acompañar a mis hijos en su primer año de vida,Repetiría,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,6,12,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,No aplica,No facilita ninguna de estas opciones,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,No estoy trabajando actualmente,2,"Sí, creo que necesita alguna mejora.",Excedencia remunerada ,1,"Sí, creo que necesita alguna mejora.",Prolongar la baja por maternidad ,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,2,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,90,19,,Quería dedicarme por completo a mi/s hijo/s,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"No, recurrí a una escuela infantil/cuidador/similar para tener tiempo",Realicé algún trabajo sin contrato,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"Sí, creo que necesita alguna mejora.","Que la cotización a la seguridad social sea igual todo el tiempo, no varíe después del primer año",7,"Sí, creo que necesita alguna mejora.",Facilitar la Reducción de jornada,Experiencia inolvidable,"Actualmente, en mi trabajo una vez que te incorporas, ya no la puedes volver a solicitar, a pesar de que tu hijo no haya cumplido los 3 años",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,6 meses segundo hijo,,,Quería dedicarme por completo a mi/s hijo/s,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Sí, por cuenta ajena",Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.",,2,"Sí, creo que necesita alguna mejora.",,Una gran decisión familiar,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,1.5,,,Sentía que mi puesto de trabajo estaba asegurado,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,No nos planteamos esa opción,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,4,"Sí, creo que necesita alguna mejora.","Debería ser obligatoria, y no centrarse solo en la edad",2,"Sí, creo que necesita alguna mejora.","Reducción de jornada , o en mi caso trabajar por objetivos","Corta, aprovechada ",No,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,24,,Quería dedicarme por completo a mi/s hijo/s,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.",,4,"Sí, creo que necesita alguna mejora.",,,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
2,2,,,"No, no cuento con nadie más",si,24,12,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Hostilidad,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",Realicé algún trabajo sin contrato,Emprendí mi propia actividad,otros: Me puse por mi cuenta,,7,"No, considero que funciona bien.",,4,"Sí, creo que necesita alguna mejora.",,Intensa liberadora y gratificante ,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,otros: Autónomo 
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,6 meses primer hijo,6 meses segundo hijo,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,No nos planteamos esa opción,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Hostilidad,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Asumí tareas de mayor responsabilidad ,Estoy en el mismo puesto o en otro similar,3,"Sí, creo que necesita alguna mejora.","Que se pudiera coger más tiempo de excedencia y que se guardara el puesto por dos años, no por uno solamente",5,"Sí, creo que necesita alguna mejora.",Que sea posible trabajar desde casa; que haya una mayor flexibilidad horaria; que exista la posibilidad de recuperar horas de trabajo en otro momento.,"Los mejores meses de mi vida, lo repetiría sin dudarlo.",No.,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),otros: Semipúblico,Indefinido
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,"24 meses,segundo",,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,otros: Asombro,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",Realicé algún trabajo sin contrato,Cambié de empresa ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,4,"No, considero que funciona bien.",,1,"Sí, creo que necesita alguna mejora.",Flexibilidad de horarios,"Tranquilidad de cuidarlos yo
Lactancia materna prolongada
Disfrutar de ellos cada día","El periodo de excedencia te hace más fuerte, tienes tiempo para pensar que decisiones tomar, estás más descansada para afrontar cada día y regresas al mundo laboral con ganas de socializarte y de volver a sentirte independiente. Si te gusta tu trabajo, desconectas  de la rutina diaria de casa y los niños que en ocasiones tanto nos agobia y exige.",Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Temporal
2,5,,,"No, no cuento con nadie más",no,5 años,,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,Cuidado de los dos hijos,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,otros: No me he incorporado,No estoy trabajando actualmente,4,"Sí, creo que necesita alguna mejora.","Por ejemplo, mientras dure la excedencia por cuidado de hijos se cotice a la seguridad social, como cuando trabajas.",1,"Sí, creo que necesita alguna mejora.",Qué se cotice a la seguridad social todo el tiempo de excedencia e incluso el tiempo que estés cuidando a tus hijos hasta las los 10 años,"Para mi es tiempo que le he podido dar a mis hijos, y estoy encantada por ello.",No,Mujer,Casado/a,Formación profesional ,Trabajo en el sector privado,Indefinido
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,La primera ocho meses. ,la seguda cinco meses,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,Porque creo que la primera etapa de la infancia requiere de cuidado esclusivvos,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"Sí, creo que necesita alguna mejora.",Mayores facilidades tanto para mujeres como para hombres y que no se penalice a la vuelta.,7,"Sí, creo que necesita alguna mejora.",Permitir tanto al padre como  la madre trabajar menos,"Lo repetiría, incluso lo alargaría más tiempo","Sí, que mi situación es poco habitual, soy socia de una cooperativa en la que ponemos por en el centro los cuidados.",Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),otros: Socia de cooperativa de iniciativa social,Indefinido
2,10,,,"No, no cuento con nadie más",no,4 meses,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,Solo solicite para uno,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,2,"Sí, creo que necesita alguna mejora.",Cobrar,4,"Sí, creo que necesita alguna mejora.",No retener tanto,Maravillosa!!! Lo mejor ,Se debería de cobrar un mínimo de sueldo ,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,5,,,"No, no cuento con nadie más",si,8 meses con el primero,7 meses con el segundo,No,No contaba con ayuda externa de familiares,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,4,"Sí, creo que necesita alguna mejora.",,4,"Sí, creo que necesita alguna mejora.",,,,Mujer,Pareja de hecho,Formación profesional ,Trabajo en el sector público,otros: Intwrina
2,4,,,"No, no cuento con nadie más",si,7 meses primer hijo,19 segundo,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,NA,"No tenía ayuda familiar, quería dedicar tiempo a mi hijo.
Con la segunda quería dedicarme a mi familia",no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Comprensión,Comprensión,"otros: Lo intento, formación, cursos, es complicdo",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,No estoy trabajando actualmente,4,"Sí, creo que necesita alguna mejora.",Si la baja maternal fuera más amplia como en otros paises,3,"Sí, creo que necesita alguna mejora.",Ampliar baja maternal,"Necesaria, bonita, fundamental",Es muy difícil trabajar y conciliar vida familuar,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),otros: Privado concertado,Indefinido
